EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
260169.500,256773.900,409644.100,422045.600,224048.800,209302.500,216102.500,225359.200,0.000
260159.800,256767.100,409635.000,422039.400,224033.600,209293.300,216095.400,225351.400,0.000
260162.200,256767.500,409637.700,422044.800,224038.900,209296.700,216101.800,225356.400,0.000
260166.400,256768.900,409640.500,422051.500,224049.100,209301.300,216105.100,225359.800,0.000
260164.500,256766.200,409636.600,422043.500,224044.100,209297.800,216094.500,225355.200,0.000
260159.400,256761.900,409633.800,422032.300,224029.800,209289.700,216082.300,225347.000,0.000
260163.500,256766.700,409638.100,422034.800,224033.000,209292.100,216089.400,225350.100,0.000
260173.100,256773.200,409638.100,422043.100,224044.100,209295.400,216098.800,225355.300,0.000
260174.100,256775.900,409636.800,422041.700,224040.800,209292.500,216098.400,225354.600,0.000
260164.800,256772.500,409625.100,422037.300,224025.300,209286.700,216092.000,225352.500,0.000
260169.300,256776.400,409632.400,422042.600,224027.300,209289.800,216097.500,225357.400,0.000
260175.800,256777.600,409638.800,422048.300,224041.600,209296.800,216102.600,225360.400,0.000
260173.500,256776.000,409633.900,422045.300,224044.200,209298.100,216101.400,225361.600,0.000
260170.900,256777.200,409635.000,422037.300,224032.400,209293.300,216097.400,225357.600,0.000
260171.400,256780.100,409633.500,422038.100,224029.600,209293.800,216099.500,225358.700,0.000
260178.600,256783.200,409639.100,422045.900,224044.300,209301.000,216109.700,225363.600,0.000
260180.700,256785.800,409646.400,422050.800,224052.600,209305.900,216114.600,225366.100,0.000
260176.800,256785.300,409636.300,422041.100,224042.600,209304.300,216104.700,225362.200,0.000
260171.300,256781.000,409623.700,422035.400,224030.500,209298.000,216095.300,225353.600,0.000
260181.600,256786.100,409631.600,422039.900,224040.000,209302.900,216103.200,225356.400,0.000
260184.500,256787.700,409637.700,422045.000,224054.000,209310.300,216112.700,225361.800,0.000
260176.100,256782.800,409631.100,422034.800,224043.300,209305.300,216102.200,225355.600,0.000
260171.100,256780.700,409621.900,422032.500,224033.300,209301.700,216094.700,225351.600,0.000
260176.800,256784.500,409629.800,422039.200,224044.000,209307.900,216101.300,225357.800,0.000
260181.500,256786.100,409634.600,422045.400,224059.400,209316.100,216109.700,225363.600,0.000
260172.500,256780.600,409626.900,422037.900,224050.000,209312.400,216101.800,225358.400,0.000
260167.400,256777.100,409621.800,422029.400,224036.400,209304.700,216094.300,225354.100,0.000
260175.900,256781.400,409628.700,422033.500,224043.700,209308.400,216100.200,225360.400,0.000
260182.300,256783.700,409628.900,422035.000,224060.100,209315.300,216107.900,225364.100,0.000
260177.900,256783.100,409625.000,422028.900,224051.700,209310.100,216101.900,225357.600,0.000
260173.100,256782.300,409612.400,422025.400,224036.700,209304.300,216096.800,225354.400,0.000
260173.900,256783.600,409612.400,422031.600,224036.400,209303.800,216099.900,225358.200,0.000
260172.900,256781.400,409608.400,422028.000,224042.300,209301.500,216100.200,225357.300,0.000
260172.400,256782.800,409609.400,422028.000,224042.400,209300.300,216097.200,225356.900,0.000
260167.500,256781.100,409610.100,422022.500,224034.900,209297.800,216096.000,225356.800,0.000
260165.900,256777.600,409602.900,422016.400,224031.200,209296.200,216096.700,225355.300,0.000
260175.500,256782.700,409607.300,422025.600,224046.400,209305.200,216107.900,225365.600,0.000
260179.100,256785.300,409607.500,422028.800,224049.100,209307.800,216107.700,225367.600,0.000
260173.700,256783.400,409603.500,422014.500,224035.200,209299.900,216092.300,225355.600,0.000
260168.900,256782.500,409601.400,422012.400,224033.000,209300.000,216092.300,225354.800,0.000
260179.000,256789.500,409607.900,422027.500,224047.500,209309.500,216104.100,225363.700,0.000
260179.000,256787.700,409609.200,422022.800,224049.300,209308.700,216103.500,225361.800,0.000
260172.900,256784.000,409607.000,422012.800,224038.600,209304.100,216094.700,225358.700,0.000
260172.000,256785.000,409602.600,422016.300,224035.400,209306.900,216098.400,225361.800,0.000
260177.500,256788.800,409606.200,422021.500,224041.700,209312.200,216105.900,225364.500,0.000
260181.300,256790.200,409609.400,422023.800,224050.600,209313.000,216106.300,225365.000,0.000
260180.700,256791.100,409609.000,422021.000,224044.400,209311.900,216104.800,225365.000,0.000
260174.600,256788.800,409609.000,422018.300,224034.700,209310.200,216099.700,225362.000,0.000
260173.500,256785.600,409602.800,422017.700,224037.300,209310.800,216104.300,225364.700,0.000
260179.800,256788.700,409609.800,422021.800,224049.300,209315.700,216110.000,225365.500,0.000
260175.000,256787.400,409605.700,422015.100,224044.700,209313.400,216104.900,225360.000,0.000
260171.000,256785.900,409606.700,422013.800,224038.100,209311.400,216104.500,225360.700,0.000
260171.100,256784.900,409602.100,422015.100,224038.100,209311.800,216111.400,225366.700,0.000
260176.200,256787.900,409601.300,422019.700,224048.100,209315.000,216117.400,225371.700,0.000
260173.300,256788.800,409598.800,422016.800,224044.600,209312.800,216111.400,225370.200,0.000
260168.200,256785.300,409595.700,422008.100,224033.000,209308.400,216106.000,225368.000,0.000
260172.800,256787.700,409598.200,422008.000,224032.300,209309.300,216108.100,225369.800,0.000
260181.000,256792.400,409602.600,422016.400,224049.300,209316.900,216120.000,225377.200,0.000
260180.500,256791.400,409604.000,422012.900,224051.800,209318.800,216119.600,225378.700,0.000
260175.600,256789.300,409600.300,422008.700,224037.500,209314.200,216107.900,225373.400,0.000
260179.100,256795.700,409605.100,422015.500,224039.000,209317.800,216115.400,225379.800,0.000
260182.900,256795.100,409600.200,422017.100,224051.000,209321.300,216122.000,225380.200,0.000
260181.300,256791.900,409597.700,422011.500,224053.600,209320.400,216119.300,225374.600,0.000
260171.200,256785.300,409586.700,421999.400,224035.900,209310.600,216107.700,225366.400,0.000
260172.600,256787.200,409593.100,422001.500,224033.400,209311.700,216109.500,225371.600,0.000
260183.400,256793.000,409607.400,422009.400,224048.100,209319.500,216121.100,225378.700,0.000
260186.900,256788.400,409608.600,422011.100,224057.600,209324.600,216126.600,225380.200,0.000
260175.700,256781.400,409601.400,421994.600,224044.200,209317.800,216114.600,225369.800,0.000
260170.400,256781.900,409591.000,421991.200,224034.500,209314.100,216108.200,225366.500,0.000
260190.300,256797.500,409607.000,422006.600,224052.500,209326.100,216123.100,225377.600,0.000
260198.000,256804.200,409608.300,422013.000,224065.100,209331.400,216130.900,225383.600,0.000
260186.800,256797.400,409601.400,422002.100,224048.400,209324.300,216121.500,225376.800,0.000
260185.300,256798.600,409605.800,422001.700,224043.700,209323.400,216120.300,225376.000,0.000
260193.500,256803.700,409604.100,422001.900,224047.300,209322.700,216123.900,225377.800,0.000
260198.700,256806.700,409605.800,422003.900,224058.700,209326.200,216126.100,225379.200,0.000
260194.300,256803.100,409604.500,421998.400,224054.100,209323.500,216121.100,225373.400,0.000
260194.700,256802.200,409607.700,421998.400,224048.900,209324.000,216123.100,225375.300,0.000
260197.900,256801.300,409604.600,421999.300,224049.600,209322.600,216119.500,225373.500,0.000
260207.800,256806.500,409614.600,422010.700,224068.200,209332.000,216126.900,225381.000,0.000
260204.400,256803.400,409614.200,422001.800,224064.700,209331.100,216123.000,225379.100,0.000
260199.900,256800.100,409607.300,421992.600,224049.300,209322.700,216111.800,225372.700,0.000
260197.800,256797.100,409603.900,421989.900,224046.200,209319.500,216110.300,225369.400,0.000
260206.300,256803.600,409612.800,422000.500,224058.500,209323.100,216122.300,225375.000,0.000
260207.900,256806.600,409614.400,421999.900,224062.400,209327.200,216124.900,225376.600,0.000
260205.400,256809.800,409610.600,421994.500,224051.500,209323.500,216117.000,225373.500,0.000
260202.800,256807.500,409607.200,421990.300,224048.200,209322.000,216112.000,225372.600,0.000
260208.600,256810.900,409603.200,421995.500,224058.600,209325.100,216117.400,225376.900,0.000
260211.900,256814.100,409608.500,421997.800,224065.600,209327.700,216123.100,225379.400,0.000
260207.000,256811.100,409605.500,421989.200,224055.300,209323.700,216117.500,225374.300,0.000
260207.900,256811.500,409610.300,421993.100,224053.300,209327.300,216121.500,225379.100,0.000
260204.500,256808.100,409606.700,421993.900,224061.000,209331.500,216128.000,225381.700,0.000
260205.300,256809.800,409599.700,421994.600,224059.700,209327.600,216125.100,225378.800,0.000
260202.700,256810.200,409599.100,421992.100,224053.300,209325.500,216119.500,225378.300,0.000
260198.700,256806.500,409599.200,421982.400,224047.800,209323.100,216113.700,225374.300,0.000
260204.800,256810.900,409603.200,421987.600,224055.400,209326.400,216116.300,225375.200,0.000
260209.700,256814.300,409609.200,421996.200,224072.900,209337.200,216127.400,225382.600,0.000
260201.900,256809.400,409598.700,421989.400,224058.600,209331.000,216119.700,225379.500,0.000
260203.400,256814.700,409605.000,421990.500,224051.200,209332.800,216118.800,225381.700,0.000
260203.800,256814.800,409605.400,421993.500,224057.500,209334.900,216122.000,225382.500,0.000
260199.300,256806.500,409596.400,421985.400,224059.500,209329.300,216117.000,225376.300,0.000
260194.000,256806.100,409592.200,421980.800,224053.100,209325.000,216111.300,225372.800,0.000
260193.500,256806.700,409589.500,421976.000,224043.300,209320.000,216105.700,225367.600,0.000
260200.700,256811.500,409592.100,421979.100,224047.500,209322.200,216109.100,225371.400,0.000
260208.800,256816.000,409604.800,421981.300,224062.600,209328.200,216118.100,225377.500,0.000
260202.800,256811.200,409588.100,421973.500,224054.100,209323.100,216113.900,225374.100,0.000
260202.800,256814.000,409582.700,421970.500,224043.600,209319.100,216105.900,225371.200,0.000
260200.400,256814.300,409580.000,421967.600,224043.400,209319.100,216107.800,225369.300,0.000
260214.200,256824.200,409591.900,421977.800,224058.600,209325.300,216119.800,225376.800,0.000
260216.700,256824.200,409593.800,421976.500,224061.600,209325.600,216117.600,225376.900,0.000
260207.600,256818.100,409590.600,421969.000,224048.300,209319.600,216111.000,225373.800,0.000
260201.400,256813.600,409590.600,421967.100,224045.800,209317.000,216109.300,225370.100,0.000
260204.600,256812.900,409586.300,421972.900,224055.700,209319.000,216113.700,225371.400,0.000
260207.400,256814.000,409581.100,421972.300,224058.000,209320.400,216113.300,225370.300,0.000
260207.200,256816.500,409582.900,421969.900,224050.700,209321.100,216109.200,225369.400,0.000
260204.800,256814.700,409581.100,421966.000,224044.200,209319.300,216104.500,225365.500,0.000
260205.300,256811.600,409582.600,421965.100,224047.500,209319.900,216106.200,225364.300,0.000
260209.300,256813.300,409586.100,421966.000,224056.000,209323.500,216114.400,225371.300,0.000
260207.800,256815.000,409582.400,421961.400,224046.200,209320.400,216109.300,225368.500,0.000
260205.900,256814.900,409585.700,421958.600,224040.800,209319.900,216107.700,225366.200,0.000
260204.500,256813.300,409584.300,421964.400,224051.800,209326.300,216118.000,225372.700,0.000
260208.800,256814.300,409581.100,421965.300,224056.000,209325.400,216121.000,225372.900,0.000
260204.200,256814.300,409577.100,421960.300,224046.500,209320.300,216112.400,225368.500,0.000
260199.700,256811.700,409574.900,421957.900,224037.200,209318.000,216107.300,225366.200,0.000
260207.700,256817.600,409578.800,421961.000,224044.300,209322.500,216113.700,225369.200,0.000
260214.100,256819.000,409580.300,421962.400,224055.200,209323.500,216120.700,225374.700,0.000
260211.100,256817.700,409581.100,421956.800,224047.900,209322.000,216116.300,225374.100,0.000
260204.200,256814.700,409569.400,421949.200,224040.100,209318.500,216111.700,225369.500,0.000
260202.800,256813.100,409559.300,421949.700,224042.100,209317.900,216112.000,225368.900,0.000
260211.300,256816.400,409569.400,421952.600,224059.300,209324.700,216121.200,225376.000,0.000
260208.400,256814.800,409571.700,421952.700,224058.600,209323.600,216122.500,225380.600,0.000
260207.500,256816.900,409563.600,421949.900,224047.300,209317.900,216119.100,225376.900,0.000
260202.800,256814.500,409561.100,421947.800,224045.500,209317.200,216118.200,225372.600,0.000
260209.700,256817.200,409563.600,421951.600,224056.900,209322.800,216123.800,225373.600,0.000
260215.900,256823.000,409572.000,421951.700,224059.800,209327.300,216126.500,225377.400,0.000
260212.000,256822.100,409575.000,421948.600,224050.800,209325.300,216121.400,225375.300,0.000
260208.200,256816.000,409573.900,421946.700,224050.400,209325.300,216119.100,225373.600,0.000
260209.700,256812.700,409577.400,421950.500,224059.900,209328.000,216124.900,225378.200,0.000
260210.600,256813.600,409577.000,421950.300,224067.000,209332.700,216128.100,225383.200,0.000
260200.700,256807.700,409565.900,421937.500,224053.000,209326.000,216117.500,225377.100,0.000
260203.200,256811.100,409566.700,421936.800,224046.900,209322.800,216114.800,225375.400,0.000
260210.300,256814.700,409570.300,421944.400,224055.800,209327.300,216123.400,225379.200,0.000
260212.600,256815.700,409576.800,421945.500,224066.200,209333.100,216126.300,225382.600,0.000
260211.700,256817.300,409567.800,421944.000,224058.300,209332.800,216122.700,225384.100,0.000
260211.500,256819.200,409567.500,421943.600,224053.800,209333.600,216125.100,225385.100,0.000
260210.300,256815.300,409563.000,421943.400,224056.800,209336.300,216129.800,225383.600,0.000
260211.200,256812.400,409562.000,421941.800,224062.200,209338.500,216131.900,225383.600,0.000
260208.500,256811.500,409559.000,421932.800,224056.400,209334.600,216126.100,225382.100,0.000
260202.400,256808.000,409553.300,421925.800,224044.600,209328.800,216118.800,225378.100,0.000
260206.100,256810.500,409554.300,421929.400,224048.200,209330.400,216120.800,225379.000,0.000
260213.600,256815.800,409564.800,421936.800,224063.500,209337.900,216129.600,225386.600,0.000
260213.100,256818.900,409562.100,421933.900,224053.700,209333.300,216124.000,225383.500,0.000
260209.800,256818.800,409558.500,421931.700,224041.200,209327.300,216116.800,225378.000,0.000
260215.400,256823.600,409559.300,421939.300,224044.900,209328.400,216122.400,225383.600,0.000
260218.900,256822.700,409567.400,421941.500,224058.900,209333.300,216129.900,225388.200,0.000
260211.500,256817.000,409557.300,421931.800,224049.300,209325.600,216118.100,225376.700,0.000
260203.600,256811.500,409548.300,421917.300,224031.900,209314.800,216105.000,225365.900,0.000
260204.800,256812.100,409551.800,421915.200,224032.800,209315.100,216104.400,225364.400,0.000
260212.900,256818.100,409556.200,421924.800,224050.700,209322.800,216114.600,225370.800,0.000
260213.300,256817.200,409558.500,421924.400,224050.500,209321.300,216113.000,225367.900,0.000
260201.600,256808.500,409552.400,421913.700,224038.800,209317.200,216106.300,225364.500,0.000
260199.200,256808.400,409549.400,421913.200,224036.300,209317.700,216106.100,225367.600,0.000
260202.400,256808.500,409550.400,421910.000,224044.300,209318.600,216105.300,225363.900,0.000
260204.200,256808.200,409549.900,421908.200,224050.400,209321.200,216104.700,225361.100,0.000
260201.000,256808.100,409537.400,421899.000,224039.400,209315.700,216096.900,225355.800,0.000
260202.000,256810.800,409536.600,421897.800,224034.700,209313.100,216094.900,225354.200,0.000
260204.400,256811.300,409536.600,421901.000,224043.100,209315.400,216100.700,225358.200,0.000
260212.100,256816.500,409537.900,421909.000,224051.500,209319.700,216105.700,225363.700,0.000
260203.700,256811.300,409533.500,421904.700,224034.800,209311.700,216095.400,225357.400,0.000
260194.900,256804.800,409533.000,421899.400,224027.400,209307.900,216090.200,225352.200,0.000
260199.400,256804.800,409531.900,421906.700,224034.900,209313.000,216097.200,225355.400,0.000
260201.400,256803.500,409542.800,421906.200,224042.400,209314.200,216100.600,225355.900,0.000
260193.200,256798.600,409535.200,421889.900,224032.400,209309.000,216094.200,225352.700,0.000
260187.500,256796.100,409520.900,421888.800,224023.000,209307.300,216093.500,225354.100,0.000
260193.000,256801.300,409523.600,421893.400,224028.100,209311.800,216098.600,225358.800,0.000
260203.500,256808.100,409538.200,421901.800,224043.300,209320.100,216105.800,225367.600,0.000
260203.900,256810.600,409539.300,421901.800,224042.500,209323.000,216101.600,225368.000,0.000
260206.100,256814.800,409543.000,421900.100,224038.300,209325.200,216098.800,225371.100,0.000
260213.800,256820.000,409544.300,421907.300,224044.500,209327.900,216107.000,225376.000,0.000
260217.600,256819.900,409548.200,421910.300,224050.100,209325.300,216113.900,225377.700,0.000
260221.200,256825.800,409551.400,421910.600,224051.800,209326.600,216114.700,225379.200,0.000
260219.900,256829.300,409553.700,421906.200,224046.200,209327.000,216110.200,225377.200,0.000
260220.600,256827.200,409554.800,421908.400,224045.800,209327.800,216109.300,225375.300,0.000
260223.800,256826.100,409552.200,421911.500,224061.300,209333.800,216113.300,225375.200,0.000
260224.600,256827.000,409547.200,421911.800,224064.400,209334.100,216112.100,225376.200,0.000
260215.100,256821.000,409534.400,421894.400,224049.100,209325.700,216104.400,225373.500,0.000
260217.800,256824.700,409533.700,421892.300,224050.100,209329.200,216107.500,225377.000,0.000
260225.200,256826.700,409540.500,421892.400,224063.500,209336.300,216115.500,225380.100,0.000
260229.700,256828.900,409541.100,421896.800,224073.100,209343.300,216120.900,225382.400,0.000
260215.800,256824.000,409528.100,421888.200,224063.200,209337.200,216112.200,225378.800,0.000
260210.500,256820.000,409522.800,421885.600,224058.500,209334.100,216108.300,225377.400,0.000
260214.200,256817.400,409525.200,421886.400,224063.300,209334.400,216111.900,225377.200,0.000
260217.000,256819.000,409530.300,421896.000,224071.700,209336.800,216117.000,225379.900,0.000
260207.800,256814.200,409533.700,421886.500,224062.700,209334.500,216112.200,225376.900,0.000
260205.100,256814.000,409526.300,421886.300,224055.400,209332.500,216115.700,225380.600,0.000
260205.700,256811.200,409523.200,421886.800,224061.200,209331.200,216118.200,225380.400,0.000
260212.900,256814.000,409529.400,421889.000,224073.500,209336.900,216123.400,225380.700,0.000
260212.000,256815.300,409535.700,421885.400,224068.900,209334.000,216120.600,225379.500,0.000
260208.000,256815.800,409525.700,421883.800,224060.300,209328.100,216117.200,225377.900,0.000
260210.200,256816.900,409522.300,421885.700,224064.500,209326.800,216121.700,225380.500,0.000
260216.400,256817.200,409524.900,421884.600,224077.000,209333.800,216131.500,225386.800,0.000
260212.300,256817.000,409514.600,421880.200,224070.800,209331.100,216126.200,225381.900,0.000
260204.600,256814.000,409507.000,421874.400,224054.300,209321.600,216109.500,225369.500,0.000
260204.900,256812.000,409504.100,421870.700,224053.300,209316.800,216106.300,225366.800,0.000
260214.200,256815.900,409505.100,421877.400,224067.200,209323.300,216113.600,225372.700,0.000
260209.300,256813.200,409499.100,421871.000,224063.800,209324.400,216111.800,225368.700,0.000
260200.800,256811.000,409488.500,421864.500,224050.000,209319.900,216105.700,225366.300,0.000
260202.800,256813.100,409485.100,421867.800,224048.400,209319.700,216107.000,225366.900,0.000
260214.500,256820.300,409491.600,421872.100,224063.500,209325.300,216113.800,225370.800,0.000
260218.200,256820.900,409486.700,421869.200,224068.600,209329.800,216118.600,225373.700,0.000
260213.500,256820.100,409479.100,421866.200,224056.800,209324.600,216114.000,225369.600,0.000
260203.000,256810.700,409468.700,421855.600,224046.300,209316.600,216106.600,225360.100,0.000
260206.700,256810.900,409471.200,421858.400,224056.700,209320.200,216112.800,225364.300,0.000
260212.400,256815.700,409480.000,421865.600,224066.900,209325.500,216120.400,225371.900,0.000
260210.000,256816.000,409475.000,421862.200,224058.200,209325.300,216117.200,225374.300,0.000
260206.400,256810.200,409468.600,421859.100,224053.900,209323.900,216115.500,225373.400,0.000
260208.200,256809.100,409470.700,421860.500,224067.200,209330.400,216120.200,225376.800,0.000
260212.400,256811.100,409474.800,421861.600,224071.700,209330.400,216120.300,225375.300,0.000
260206.800,256809.400,409466.000,421856.800,224060.900,209328.400,216117.700,225372.700,0.000
260203.200,256807.600,409459.200,421855.800,224053.500,209326.300,216117.600,225374.800,0.000
260202.200,256806.000,409461.900,421859.000,224062.800,209327.000,216116.700,225371.400,0.000
260201.100,256803.200,409458.300,421855.300,224067.800,209323.400,216112.000,225365.100,0.000
260199.300,256804.000,409460.500,421851.500,224059.700,209320.800,216107.400,225363.600,0.000
260196.700,256804.800,409452.100,421845.600,224048.000,209318.500,216104.900,225360.800,0.000
260203.000,256810.100,409453.500,421848.600,224047.400,209315.900,216106.900,225359.600,0.000
260210.400,256811.600,409454.100,421853.100,224056.300,209317.700,216110.700,225361.200,0.000
260208.600,256808.500,409449.500,421843.100,224051.800,209315.900,216105.600,225358.600,0.000
260204.400,256806.900,409444.500,421838.200,224043.000,209313.500,216102.200,225357.500,0.000
260201.200,256805.100,409442.500,421841.700,224042.800,209313.400,216099.900,225355.800,0.000
260204.600,256803.900,409440.900,421841.500,224054.200,209315.200,216100.100,225355.600,0.000
260201.500,256800.700,409439.100,421834.500,224052.800,209313.200,216094.300,225352.700,0.000
260189.800,256794.200,409427.600,421827.000,224036.900,209307.600,216088.700,225349.800,0.000
260187.700,256795.500,409425.000,421829.200,224035.900,209308.600,216093.500,225353.100,0.000
260189.400,256793.500,409419.900,421829.200,224039.500,209306.500,216092.500,225347.300,0.000
260191.600,256794.700,409419.400,421827.200,224037.700,209304.300,216088.000,225343.200,0.000
260187.900,256794.900,409420.200,421825.200,224025.900,209302.700,216084.900,225343.700,0.000
260186.500,256794.900,409418.800,421830.300,224023.800,209307.400,216092.900,225350.100,0.000
260184.700,256790.700,409416.300,421831.100,224034.800,209310.300,216101.300,225355.500,0.000
260183.200,256789.600,409414.300,421830.900,224043.100,209311.100,216104.500,225357.200,0.000
260181.600,256790.100,409417.100,421824.900,224033.700,209307.200,216099.200,225353.700,0.000
260176.600,256786.800,409411.500,421824.200,224030.700,209308.900,216099.600,225355.800,0.000
260181.300,256791.900,409411.900,421831.600,224041.500,209314.200,216106.000,225359.900,0.000
260196.400,256803.200,409420.900,421834.600,224055.600,209323.800,216113.000,225367.900,0.000
260197.000,256804.900,409416.300,421827.100,224048.200,209323.300,216106.800,225364.400,0.000
260192.200,256800.900,409416.400,421822.500,224040.800,209320.400,216103.600,225360.300,0.000
260193.500,256798.300,409421.400,421825.400,224043.900,209322.100,216107.900,225360.000,0.000
260196.300,256797.900,409414.800,421829.800,224051.100,209324.800,216114.900,225366.200,0.000
260187.500,256792.100,409408.000,421819.600,224046.600,209321.000,216105.000,225359.200,0.000
260179.300,256788.800,409398.900,421811.800,224034.400,209315.600,216095.900,225354.700,0.000
260185.300,256793.900,409400.300,421818.600,224036.500,209316.900,216099.200,225358.100,0.000
260192.400,256799.100,409407.000,421825.300,224050.200,209322.600,216106.500,225360.000,0.000
260191.200,256799.400,409410.800,421823.600,224050.100,209325.700,216109.000,225361.600,0.000
260185.100,256797.500,409409.700,421816.900,224041.300,209323.700,216108.700,225359.800,0.000
260185.800,256798.400,409406.400,421817.000,224041.200,209321.600,216111.300,225361.100,0.000
260190.300,256800.000,409412.600,421819.800,224053.100,209326.400,216115.800,225363.600,0.000
260190.500,256798.000,409409.600,421814.400,224051.000,209323.300,216105.700,225359.800,0.000
260185.600,256794.600,409405.600,421805.100,224040.400,209318.500,216093.500,225351.600,0.000
260189.300,256797.700,409414.800,421809.500,224042.400,209322.400,216095.700,225355.800,0.000
260196.900,256801.300,409416.300,421817.800,224056.800,209331.100,216107.000,225363.600,0.000
260194.700,256799.900,409420.600,421820.400,224060.800,209333.400,216109.000,225362.300,0.000
260189.800,256796.500,409404.800,421809.300,224049.300,209330.400,216108.400,225363.200,0.000
260185.800,256792.500,409401.500,421809.000,224043.900,209327.000,216108.600,225365.800,0.000
260183.800,256787.200,409402.300,421808.500,224050.100,209323.900,216105.300,225360.900,0.000
260183.300,256788.300,409403.700,421812.900,224053.500,209323.900,216105.000,225360.600,0.000
260175.500,256787.400,409395.700,421805.300,224037.100,209315.000,216094.100,225354.900,0.000
260175.900,256788.700,409393.500,421805.700,224030.700,209313.900,216092.700,225356.600,0.000
260182.900,256791.600,409391.900,421806.800,224037.500,209317.500,216100.400,225360.800,0.000
260182.500,256790.700,409391.600,421809.000,224049.100,209321.900,216107.100,225362.500,0.000
260179.800,256791.400,409389.800,421805.100,224046.100,209326.600,216107.900,225364.800,0.000
260169.600,256785.400,409383.000,421802.300,224039.100,209325.500,216106.900,225364.700,0.000
260172.600,256786.000,409386.000,421803.000,224044.800,209328.000,216108.400,225366.700,0.000
260181.100,256791.300,409393.700,421810.800,224060.900,209334.900,216117.600,225375.700,0.000
260175.200,256788.200,409387.700,421805.000,224055.300,209329.800,216111.700,225372.800,0.000
260168.100,256782.000,409384.200,421795.200,224041.900,209321.800,216105.000,225365.300,0.000
260176.500,256785.400,409392.300,421799.200,224047.700,209328.800,216114.800,225370.200,0.000
260187.100,256790.000,409392.600,421803.900,224062.800,209336.800,216122.100,225374.600,0.000
260182.500,256788.000,409382.800,421798.500,224057.300,209334.000,216116.700,225373.500,0.000
260174.300,256782.000,409378.000,421792.600,224042.500,209328.600,216108.700,225370.200,0.000
260172.700,256780.500,409374.000,421790.800,224040.800,209328.500,216104.800,225364.500,0.000
260175.600,256779.000,409375.100,421791.700,224052.100,209329.500,216109.000,225364.100,0.000
260176.100,256781.200,409380.300,421786.900,224054.000,209330.400,216109.500,225362.400,0.000
260171.500,256782.500,409371.900,421781.600,224038.100,209322.300,216098.400,225354.000,0.000
260177.100,256787.100,409375.000,421782.100,224035.700,209323.000,216100.000,225356.900,0.000
260187.500,256794.200,409376.300,421791.200,224048.500,209328.800,216107.000,225361.100,0.000
260193.700,256800.600,409385.300,421795.100,224057.600,209332.200,216108.200,225360.800,0.000
260186.500,256794.900,409373.800,421787.200,224042.800,209325.100,216098.500,225356.500,0.000
260188.600,256798.000,409374.500,421787.300,224037.600,209322.800,216096.300,225355.000,0.000
260191.300,256798.900,409384.100,421790.900,224052.500,209328.400,216107.000,225361.100,0.000
260185.800,256791.000,409364.500,421783.600,224052.200,209325.300,216105.000,225358.300,0.000
260175.500,256783.800,409350.600,421771.300,224033.600,209317.200,216097.900,225353.900,0.000
260170.600,256782.500,409354.000,421772.700,224025.600,209316.600,216100.100,225356.100,0.000
260177.700,256786.300,409356.800,421778.600,224031.900,209317.800,216104.400,225359.600,0.000
260185.900,256788.800,409358.900,421784.700,224043.000,209321.500,216108.600,225364.000,0.000
260174.900,256783.000,409351.500,421775.600,224035.000,209319.700,216105.300,225362.300,0.000
260172.800,256783.300,409353.300,421772.600,224025.200,209318.100,216103.700,225362.000,0.000
260177.500,256787.200,409357.600,421773.900,224030.400,209319.000,216104.600,225360.200,0.000
260187.400,256792.800,409363.300,421780.400,224048.400,209327.900,216115.500,225368.100,0.000
260182.900,256789.300,409357.600,421772.000,224042.500,209326.500,216109.700,225365.300,0.000
260173.800,256785.900,409350.800,421766.400,224032.000,209322.800,216103.700,225363.800,0.000
260173.300,256783.600,409350.200,421766.100,224032.800,209322.000,216103.600,225362.300,0.000
260180.400,256786.800,409357.300,421769.000,224044.600,209323.100,216102.500,225357.500,0.000
260182.100,256788.400,409360.200,421762.900,224041.200,209318.200,216098.400,225353.800,0.000
260180.600,256789.500,409352.000,421760.100,224028.700,209311.200,216095.000,225352.300,0.000
260184.300,256793.000,409353.500,421767.200,224035.600,209315.300,216102.800,225358.200,0.000
260191.700,256797.200,409359.800,421774.400,224049.300,209322.200,216110.400,225362.500,0.000
260191.400,256799.100,409356.500,421771.000,224048.000,209323.600,216104.200,225359.100,0.000
260188.800,256801.600,409355.100,421768.400,224034.100,209317.800,216096.600,225357.700,0.000
260191.300,256802.300,409351.300,421769.300,224028.800,209316.000,216097.900,225359.100,0.000
260191.300,256798.800,409346.800,421770.100,224033.000,209316.900,216102.000,225360.000,0.000
260186.300,256794.400,409346.700,421764.900,224033.500,209315.000,216102.400,225358.000,0.000
260179.100,256792.600,409342.400,421755.600,224021.700,209308.900,216095.400,225352.500,0.000
260185.800,256800.200,409349.900,421757.700,224025.600,209313.700,216097.700,225356.200,0.000
260193.200,256804.400,409354.200,421763.400,224037.400,209318.200,216103.700,225358.000,0.000
260187.800,256797.700,409348.300,421757.900,224041.600,209317.500,216103.300,225354.900,0.000
260176.800,256789.000,409343.400,421749.200,224027.000,209310.400,216095.300,225349.200,0.000
260174.400,256786.800,409334.700,421748.800,224022.500,209310.600,216096.100,225354.300,0.000
260175.900,256785.400,409331.800,421744.300,224027.400,209311.400,216097.800,225353.200,0.000
