EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
260213.700,256844.400,404815.100,417409.600,223895.900,209306.900,216080.500,225355.800,0.000
260219.500,256846.900,404812.300,417411.300,223894.800,209305.300,216082.500,225357.100,0.000
260231.900,256854.000,404819.400,417420.000,223908.300,209311.800,216091.800,225366.200,0.000
260229.200,256851.300,404816.300,417415.400,223906.700,209308.300,216088.300,225364.800,0.000
260221.300,256845.600,404809.000,417410.200,223895.400,209302.100,216082.900,225363.200,0.000
260218.800,256843.100,404810.100,417411.700,223893.800,209299.300,216083.600,225365.300,0.000
260222.300,256842.300,404814.300,417415.600,223904.900,209307.300,216093.300,225371.600,0.000
260227.500,256846.800,404816.300,417414.600,223910.900,209312.700,216098.100,225375.300,0.000
260220.200,256842.800,404817.600,417403.200,223897.200,209305.200,216089.300,225366.200,0.000
260212.900,256836.000,404795.700,417391.900,223887.500,209300.200,216082.700,225358.600,0.000
260218.800,256838.400,404791.800,417397.100,223896.000,209303.900,216090.000,225363.400,0.000
260221.800,256839.300,404796.700,417395.000,223905.800,209312.000,216097.800,225371.200,0.000
260216.000,256837.700,404791.800,417390.100,223893.300,209308.100,216091.600,225370.400,0.000
260213.800,256838.800,404788.900,417390.500,223884.700,209303.400,216088.900,225371.000,0.000
260215.800,256838.300,404797.600,417398.100,223890.600,209305.400,216090.000,225370.800,0.000
260224.800,256842.900,404803.300,417402.600,223899.700,209307.700,216094.300,225375.300,0.000
260222.300,256844.300,404796.000,417392.900,223886.000,209299.200,216086.200,225370.200,0.000
260222.900,256849.500,404799.200,417395.500,223878.300,209295.800,216083.400,225368.400,0.000
260228.400,256852.200,404803.600,417395.800,223883.200,209296.200,216081.600,225365.800,0.000
260234.900,256854.700,404802.800,417397.900,223896.500,209300.800,216085.200,225366.200,0.000
260229.700,256852.800,404798.600,417391.500,223893.000,209299.400,216081.400,225363.300,0.000
260223.300,256849.200,404789.900,417386.100,223882.400,209292.000,216073.300,225356.600,0.000
260230.000,256853.800,404797.500,417392.800,223886.300,209295.000,216079.800,225360.200,0.000
260236.700,256856.700,404805.600,417401.300,223898.600,209303.100,216088.300,225365.300,0.000
260236.800,256857.900,404801.500,417396.000,223897.800,209304.300,216086.800,225362.500,0.000
260228.800,256853.400,404796.300,417388.700,223884.500,209298.200,216076.200,225352.900,0.000
260229.800,256852.900,404795.600,417388.100,223885.600,209298.700,216074.700,225351.700,0.000
260233.600,256852.000,404798.800,417392.800,223899.500,209302.200,216076.700,225354.400,0.000
260232.400,256852.900,404794.900,417395.600,223907.000,209305.900,216077.600,225359.800,0.000
260222.000,256847.300,404789.500,417384.300,223898.200,209303.500,216071.100,225358.400,0.000
260216.300,256842.500,404785.000,417382.500,223894.000,209302.800,216074.100,225357.000,0.000
260218.000,256840.300,404777.100,417381.400,223900.500,209305.400,216083.700,225359.200,0.000
260217.000,256840.000,404781.500,417381.100,223905.100,209310.600,216091.000,225366.800,0.000
260209.000,256833.500,404774.800,417375.400,223891.900,209306.900,216090.300,225368.900,0.000
260204.600,256827.000,404771.300,417371.300,223884.300,209302.100,216086.500,225365.000,0.000
260207.700,256825.400,404774.800,417376.900,223892.600,209304.300,216089.400,225367.600,0.000
260208.600,256825.000,404776.600,417377.800,223901.900,209308.100,216093.200,225370.200,0.000
260202.600,256822.000,404769.600,417373.600,223891.900,209303.600,216089.500,225369.000,0.000
260199.400,256821.000,404768.000,417369.900,223882.200,209296.200,216085.100,225366.400,0.000
260200.300,256820.200,404765.400,417367.500,223885.300,209292.200,216086.000,225363.800,0.000
260204.400,256820.900,404772.300,417369.800,223898.600,209294.100,216091.200,225366.300,0.000
260203.500,256823.700,404767.800,417365.900,223895.500,209290.800,216085.100,225364.300,0.000
260202.500,256824.200,404764.400,417364.700,223891.900,209289.900,216081.800,225362.500,0.000
260205.200,256823.700,404768.900,417368.200,223901.100,209294.100,216088.900,225365.000,0.000
260209.000,256824.500,404772.800,417372.800,223913.300,209298.700,216092.400,225367.800,0.000
260203.600,256823.100,404766.900,417367.600,223906.200,209294.900,216085.100,225364.300,0.000
260202.600,256824.600,404761.000,417366.500,223898.200,209291.700,216082.000,225363.200,0.000
260207.900,256830.500,404764.600,417373.300,223901.100,209293.800,216088.100,225367.000,0.000
260219.400,256837.700,404775.800,417377.900,223915.100,209299.200,216094.500,225368.000,0.000
260221.600,256840.700,404774.800,417374.000,223917.000,209299.900,216093.800,225370.300,0.000
260219.700,256839.900,404767.800,417372.400,223910.800,209298.900,216089.200,225370.100,0.000
260217.500,256837.600,404764.400,417371.700,223911.700,209301.100,216087.000,225369.800,0.000
260226.100,256841.800,404769.600,417375.300,223927.000,209309.400,216098.900,225377.700,0.000
260227.300,256841.000,404766.800,417372.900,223929.400,209312.400,216100.400,225377.000,0.000
260212.900,256831.700,404752.800,417361.100,223914.900,209304.300,216088.600,225367.100,0.000
260207.300,256829.000,404742.700,417359.700,223911.300,209303.900,216088.400,225368.100,0.000
260207.200,256818.700,404740.700,417360.500,223921.600,209306.900,216097.400,225373.500,0.000
260202.800,256806.500,404733.900,417353.900,223924.400,209305.900,216095.600,225371.400,0.000
260192.900,256798.000,404719.600,417342.800,223909.200,209299.800,216085.600,225366.800,0.000
260188.300,256794.400,404716.600,417339.000,223901.500,209296.000,216084.600,225365.800,0.000
260196.700,256799.600,404723.400,417345.300,223911.200,209299.900,216093.800,225371.000,0.000
260201.400,256802.900,404721.800,417348.700,223916.800,209301.200,216097.200,225372.700,0.000
260194.200,256798.600,404717.800,417339.500,223904.100,209293.900,216089.200,225369.000,0.000
260186.800,256795.300,404701.600,417334.800,223888.900,209283.100,216080.800,225363.100,0.000
260193.700,256799.200,404705.800,417339.100,223895.300,209286.500,216084.400,225365.900,0.000
260200.900,256807.100,404714.800,417347.800,223909.600,209295.800,216093.600,225374.200,0.000
260194.900,256805.900,404710.200,417342.800,223898.600,209290.400,216086.800,225369.000,0.000
260192.600,256806.400,404708.000,417337.200,223892.000,209287.300,216076.800,225360.400,0.000
260199.600,256812.300,404713.500,417344.500,223900.500,209293.600,216081.800,225364.300,0.000
260207.200,256817.600,404718.900,417352.000,223913.000,209299.300,216088.300,225366.700,0.000
260199.600,256811.600,404713.100,417342.200,223902.300,209293.100,216078.500,225360.400,0.000
260192.300,256807.200,404704.800,417332.300,223886.500,209282.100,216065.100,225351.000,0.000
260194.700,256809.200,404700.300,417335.100,223884.100,209279.300,216061.000,225348.300,0.000
260206.400,256815.800,404708.700,417342.700,223897.600,209285.600,216067.900,225352.300,0.000
260207.400,256817.000,404707.900,417337.800,223899.000,209287.300,216063.600,225346.400,0.000
260201.000,256813.700,404703.300,417328.800,223883.000,209279.800,216052.200,225338.100,0.000
260199.200,256810.800,404700.800,417327.400,223883.900,209280.200,216053.300,225336.600,0.000
260201.700,256809.200,404697.200,417331.100,223897.500,209287.100,216069.200,225345.300,0.000
260200.600,256808.500,404698.600,417327.600,223901.700,209290.700,216075.800,225353.300,0.000
260198.300,256809.800,404697.300,417321.500,223893.400,209288.400,216073.500,225355.800,0.000
260199.600,256812.500,404699.100,417324.300,223892.500,209292.500,216081.800,225365.000,0.000
260195.200,256805.600,404694.700,417324.000,223897.400,209293.100,216083.500,225362.700,0.000
260193.200,256802.400,404689.400,417323.200,223901.100,209294.900,216085.100,225361.500,0.000
260184.000,256798.500,404683.800,417312.800,223887.900,209290.200,216078.100,225356.400,0.000
260180.900,256800.300,404682.300,417312.800,223880.400,209289.500,216076.900,225360.200,0.000
260188.400,256802.600,404683.600,417316.600,223887.000,209292.100,216079.800,225362.500,0.000
260201.000,256810.200,404693.800,417326.200,223899.200,209295.400,216086.200,225367.500,0.000
260195.700,256808.100,404684.200,417317.600,223889.100,209286.600,216078.000,225361.400,0.000
260192.500,256806.600,404684.200,417315.000,223881.500,209281.000,216070.800,225354.900,0.000
260197.500,256809.100,404683.300,417318.900,223884.700,209279.700,216072.000,225355.300,0.000
260208.700,256816.300,404686.700,417324.600,223896.600,209283.100,216080.500,225357.500,0.000
260209.100,256817.800,404686.200,417323.000,223887.400,209277.700,216074.200,225351.700,0.000
260203.300,256816.300,404682.200,417320.200,223877.200,209275.700,216068.200,225348.300,0.000
260204.200,256815.700,404684.400,417320.900,223883.000,209276.600,216069.400,225346.900,0.000
260216.000,256823.200,404698.300,417326.700,223902.300,209286.700,216076.000,225354.200,0.000
260211.500,256819.700,404689.300,417319.400,223890.500,209278.300,216062.600,225343.800,0.000
260206.300,256818.300,404682.200,417313.600,223880.300,209273.200,216055.400,225335.800,0.000
260209.900,256820.900,404685.300,417316.800,223888.300,209278.400,216062.400,225340.000,0.000
260217.500,256823.000,404690.200,417320.000,223905.500,209284.700,216066.800,225339.900,0.000
260216.100,256821.800,404688.900,417311.900,223907.400,209285.900,216062.100,225338.900,0.000
260209.200,256821.000,404688.100,417308.500,223900.800,209288.500,216059.800,225342.700,0.000
260210.400,256821.500,404691.000,417316.300,223904.700,209295.400,216068.000,225353.300,0.000
260215.800,256822.500,404692.000,417325.200,223917.600,209300.000,216081.500,225364.300,0.000
260217.200,256825.400,404691.000,417328.900,223920.400,209302.500,216088.300,225371.200,0.000
260211.400,256823.800,404687.100,417324.600,223907.400,209301.300,216090.400,225377.900,0.000
260208.400,256821.000,404680.100,417323.200,223902.100,209300.700,216093.900,225382.300,0.000
260208.500,256818.300,404677.600,417328.500,223911.700,209304.500,216102.300,225387.000,0.000
260209.500,256818.700,404680.500,417332.700,223918.500,209308.200,216108.600,225393.000,0.000
260200.200,256809.000,404673.300,417322.200,223905.800,209304.500,216099.500,225386.800,0.000
260198.800,256806.500,404668.300,417316.300,223899.300,209303.200,216095.100,225381.500,0.000
260205.800,256812.300,404670.800,417321.800,223908.400,209305.900,216100.500,225385.700,0.000
260207.300,256813.000,404674.800,417319.400,223912.700,209300.800,216097.500,225380.600,0.000
260205.500,256813.700,404671.200,417312.700,223902.100,209293.200,216087.600,225370.700,0.000
260204.800,256817.500,404672.400,417312.100,223894.600,209288.300,216085.000,225367.500,0.000
260211.400,256821.000,404673.700,417316.400,223899.100,209287.400,216084.500,225366.100,0.000
260216.900,256820.900,404669.100,417311.200,223903.100,209285.600,216081.200,225358.700,0.000
260214.900,256819.600,404665.800,417303.600,223894.100,209279.200,216068.400,225347.300,0.000
260214.500,256822.500,404667.500,417302.500,223887.700,209278.100,216061.200,225343.600,0.000
260210.900,256819.800,404667.700,417299.800,223889.000,209276.700,216061.200,225340.800,0.000
260215.900,256820.900,404668.200,417300.900,223898.700,209279.800,216064.000,225340.600,0.000
260208.200,256815.800,404659.600,417292.300,223893.400,209277.100,216054.300,225333.800,0.000
260204.400,256811.900,404653.800,417286.500,223885.100,209275.500,216048.700,225330.900,0.000
260198.000,256806.300,404646.900,417285.700,223883.500,209274.400,216051.100,225333.700,0.000
260204.900,256810.700,404655.800,417296.600,223896.000,209281.100,216063.200,225343.900,0.000
260206.500,256813.900,404655.400,417300.500,223896.100,209282.300,216064.900,225346.600,0.000
260199.400,256808.600,404647.300,417295.300,223887.700,209280.300,216065.000,225349.500,0.000
260194.100,256804.800,404642.100,417292.000,223883.800,209279.800,216066.700,225351.100,0.000
260200.600,256807.400,404641.800,417297.800,223892.800,209282.900,216075.700,225356.800,0.000
260206.600,256812.500,404650.700,417301.400,223901.200,209287.800,216084.400,225364.500,0.000
260202.300,256812.400,404647.000,417302.700,223893.500,209287.500,216083.500,225368.500,0.000
260201.000,256810.900,404653.900,417299.800,223896.000,209292.300,216089.400,225373.200,0.000
260209.000,256813.200,404655.400,417303.000,223910.800,209301.400,216096.600,225377.300,0.000
260208.400,256811.800,404655.800,417299.700,223916.000,209304.300,216096.900,225376.700,0.000
260200.400,256806.300,404646.800,417285.700,223902.100,209298.500,216090.300,225371.900,0.000
260192.300,256799.700,404638.100,417275.800,223890.200,209292.700,216084.700,225364.000,0.000
260192.000,256797.900,404631.900,417273.400,223895.900,209294.100,216088.000,225364.900,0.000
260197.800,256802.800,404632.700,417276.400,223906.500,209300.700,216095.100,225369.100,0.000
260190.300,256799.100,404623.700,417267.200,223890.800,209292.700,216083.800,225360.100,0.000
260184.300,256797.500,404616.800,417262.200,223871.600,209281.200,216074.100,225350.700,0.000
260190.900,256803.800,404620.800,417271.900,223873.200,209279.500,216077.700,225353.000,0.000
260195.400,256803.100,404619.600,417271.200,223878.200,209276.100,216078.300,225350.900,0.000
260192.500,256800.300,404618.400,417266.300,223867.800,209269.600,216071.500,225347.300,0.000
260188.600,256799.500,404616.500,417261.600,223857.000,209264.200,216062.600,225343.000,0.000
260193.400,256800.900,404620.600,417264.300,223861.400,209268.800,216066.900,225345.700,0.000
260198.000,256802.200,404631.100,417271.300,223877.400,209278.200,216074.000,225349.600,0.000
260198.800,256805.700,404636.300,417271.100,223882.800,209283.300,216074.200,225351.700,0.000
260194.100,256804.700,404625.900,417264.800,223870.500,209278.700,216066.600,225346.200,0.000
260193.800,256802.600,404626.800,417267.400,223873.700,209280.200,216063.900,225343.100,0.000
260200.000,256802.400,404633.000,417271.900,223890.400,209285.700,216065.500,225342.400,0.000
260195.200,256799.800,404632.600,417270.300,223894.000,209287.400,216066.700,225347.000,0.000
260188.300,256798.500,404629.100,417262.800,223886.500,209288.200,216067.900,225350.000,0.000
260188.300,256801.000,404628.100,417265.500,223887.000,209294.000,216078.100,225361.400,0.000
260202.900,256809.800,404639.500,417277.200,223907.100,209309.300,216097.000,225378.500,0.000
260201.000,256807.300,404635.400,417272.700,223907.100,209308.500,216097.200,225378.600,0.000
260196.400,256808.200,404629.700,417269.300,223896.900,209308.100,216095.300,225379.000,0.000
260189.600,256806.200,404623.500,417264.700,223889.300,209302.500,216090.100,225375.200,0.000
260192.200,256806.600,404622.800,417267.100,223894.700,209304.300,216093.500,225375.600,0.000
260196.200,256808.800,404623.000,417266.800,223900.800,209308.000,216094.800,225375.600,0.000
260196.500,256810.800,404621.200,417260.500,223891.300,209304.300,216088.700,225373.000,0.000
260204.200,256817.900,404625.500,417264.400,223885.400,209302.100,216092.500,225375.700,0.000
260212.000,256821.800,404628.500,417266.600,223888.500,209297.800,216092.200,225371.800,0.000
260214.800,256823.700,404629.400,417269.700,223893.500,209296.600,216093.600,225370.700,0.000
260210.300,256822.900,404624.000,417266.500,223880.500,209289.600,216087.600,225366.700,0.000
260203.900,256819.200,404616.900,417258.700,223866.000,209281.200,216080.000,225358.400,0.000
260209.300,256821.600,404622.200,417260.900,223873.700,209283.900,216080.300,225359.600,0.000
260214.200,256821.800,404625.000,417263.400,223884.700,209288.200,216081.800,225361.100,0.000
260210.500,256819.700,404622.800,417257.800,223881.000,209286.900,216077.400,225358.400,0.000
260206.100,256819.600,404620.200,417253.200,223874.500,209286.200,216073.700,225356.400,0.000
260209.000,256821.100,404621.800,417257.800,223881.100,209291.000,216076.900,225359.100,0.000
260212.000,256821.800,404628.200,417261.000,223899.500,209299.200,216080.800,225360.400,0.000
260204.800,256815.900,404620.600,417249.300,223896.400,209296.400,216067.400,225348.400,0.000
260199.600,256810.600,404612.300,417239.100,223885.300,209291.200,216057.400,225341.500,0.000
260199.300,256810.400,404609.400,417238.100,223888.500,209292.200,216059.200,225344.600,0.000
260204.200,256811.500,404613.300,417242.200,223901.200,209296.300,216066.500,225348.000,0.000
260204.300,256809.300,404611.800,417239.000,223902.000,209295.000,216066.800,225349.800,0.000
260198.300,256807.200,404606.900,417233.900,223892.000,209292.500,216066.400,225353.800,0.000
260192.400,256802.900,404601.800,417233.200,223887.400,209290.600,216070.900,225356.200,0.000
260199.000,256804.900,404606.800,417238.300,223900.100,209296.700,216079.100,225361.900,0.000
260198.500,256805.300,404608.700,417237.100,223900.500,209296.800,216078.500,225362.500,0.000
260190.700,256799.800,404599.700,417226.400,223886.500,209290.300,216073.600,225358.000,0.000
260185.300,256797.800,404588.800,417221.500,223878.700,209286.800,216072.000,225353.500,0.000
260193.600,256803.000,404595.300,417227.400,223888.800,209290.800,216081.500,225357.700,0.000
260196.400,256803.500,404596.900,417230.200,223894.400,209291.500,216082.300,225356.200,0.000
260193.200,256804.500,404596.800,417226.700,223885.100,209291.800,216079.700,225356.000,0.000
260190.300,256805.100,404596.500,417223.900,223877.800,209290.800,216077.400,225355.100,0.000
260195.700,256808.400,404597.700,417228.600,223884.500,209291.400,216079.100,225357.000,0.000
260201.800,256811.800,404600.200,417231.300,223893.500,209292.000,216079.300,225355.400,0.000
260200.200,256813.200,404594.400,417228.800,223887.300,209291.700,216074.400,225354.000,0.000
260200.600,256816.200,404594.300,417230.400,223881.800,209292.600,216075.000,225356.900,0.000
260205.200,256820.200,404599.100,417234.900,223890.500,209297.400,216081.800,225360.400,0.000
260207.200,256820.500,404600.000,417236.500,223902.500,209301.800,216084.100,225360.800,0.000
260209.000,256825.800,404603.300,417234.900,223902.600,209302.600,216079.200,225358.300,0.000
260210.700,256829.500,404602.900,417233.600,223896.500,209300.300,216073.700,225357.700,0.000
260216.600,256834.500,404606.900,417239.400,223902.300,209303.400,216080.200,225362.900,0.000
260220.200,256834.400,404609.500,417241.900,223913.600,209304.800,216082.300,225362.700,0.000
260213.800,256830.600,404603.800,417235.200,223909.400,209298.500,216074.900,225355.700,0.000
260207.200,256829.300,404601.600,417231.100,223898.100,209293.500,216067.700,225350.700,0.000
260208.300,256828.900,404616.800,417230.700,223894.600,209294.400,216064.900,225348.500,0.000
260217.300,256831.800,404630.300,417233.000,223909.400,209303.500,216075.000,225357.200,0.000
260214.300,256826.800,404619.200,417224.300,223906.800,209299.600,216072.400,225353.500,0.000
260203.500,256822.000,404608.600,417219.300,223895.400,209294.100,216069.000,225351.100,0.000
260204.200,256824.100,404607.800,417223.000,223895.000,209296.500,216075.600,225358.700,0.000
260212.700,256827.500,404611.100,417227.800,223904.000,209301.200,216080.600,225364.400,0.000
260210.100,256822.400,404603.600,417221.100,223903.800,209301.800,216076.500,225359.500,0.000
260204.200,256820.800,404593.900,417216.500,223894.200,209300.900,216076.500,225362.700,0.000
260199.900,256818.500,404588.400,417210.300,223889.900,209297.800,216076.000,225362.800,0.000
260199.700,256815.200,404584.600,417207.000,223895.600,209295.600,216079.200,225362.700,0.000
260200.200,256812.400,404582.400,417206.300,223901.300,209296.700,216084.000,225363.800,0.000
260197.000,256811.400,404589.300,417204.400,223890.400,209293.700,216083.100,225364.300,0.000
260196.500,256814.000,404584.100,417201.100,223882.300,209293.200,216080.900,225365.100,0.000
260203.600,256820.600,404581.400,417202.300,223885.700,209292.300,216083.200,225363.300,0.000
260210.800,256823.900,404588.100,417205.600,223894.600,209292.300,216085.400,225361.400,0.000
260205.700,256821.000,404576.500,417199.300,223885.000,209285.700,216076.400,225357.400,0.000
260205.000,256821.600,404574.600,417200.900,223877.900,209283.800,216073.700,225357.600,0.000
260210.000,256824.300,404579.400,417206.200,223881.000,209287.900,216077.300,225361.000,0.000
260219.800,256832.200,404594.200,417216.300,223897.300,209296.600,216081.000,225363.000,0.000
260217.200,256831.200,404585.600,417209.600,223888.400,209292.700,216069.800,225354.500,0.000
260212.400,256828.800,404582.000,417195.700,223875.400,209287.800,216057.700,225346.000,0.000
260215.800,256832.400,404586.800,417200.700,223882.100,209291.500,216060.300,225347.300,0.000
260222.900,256834.300,404579.500,417204.200,223893.500,209292.900,216062.900,225345.000,0.000
260224.500,256837.600,404581.800,417202.100,223893.200,209292.900,216057.900,225342.100,0.000
260221.400,256837.200,404582.700,417196.300,223881.200,209289.600,216051.700,225337.900,0.000
260219.600,256838.500,404577.800,417197.800,223878.900,209290.000,216058.000,225343.500,0.000
260222.900,256838.600,404576.100,417203.200,223888.300,209291.800,216068.200,225352.100,0.000
260218.000,256833.900,404578.200,417200.100,223890.800,209294.300,216069.600,225356.000,0.000
260207.300,256825.200,404567.500,417188.600,223878.000,209289.500,216064.000,225354.600,0.000
260202.200,256823.200,404565.600,417189.800,223877.200,209289.500,216066.600,225358.000,0.000
260210.400,256828.600,404572.800,417198.600,223893.000,209300.000,216079.800,225367.900,0.000
260213.800,256829.900,404574.000,417200.200,223900.400,209305.100,216087.100,225373.200,0.000
260208.600,256826.700,404570.700,417196.300,223887.500,209298.700,216082.000,225369.400,0.000
260205.900,256825.800,404568.200,417195.200,223880.500,209295.100,216080.000,225367.200,0.000
260206.600,256825.900,404563.500,417195.400,223885.500,209294.300,216082.500,225369.100,0.000
260212.400,256829.700,404564.700,417196.400,223894.000,209295.900,216080.500,225366.000,0.000
260210.600,256831.200,404568.200,417185.600,223881.000,209288.200,216068.000,225357.100,0.000
260203.900,256826.700,404558.500,417179.900,223870.400,209282.400,216059.700,225352.400,0.000
260209.300,256829.000,404555.900,417181.500,223877.600,209283.100,216063.100,225353.600,0.000
260217.300,256833.500,404566.600,417188.700,223892.600,209288.800,216073.500,225361.500,0.000
260212.200,256831.100,404565.300,417186.000,223886.600,209287.100,216070.400,225360.000,0.000
260212.900,256832.500,404566.500,417189.800,223880.300,209287.300,216069.900,225359.900,0.000
260208.800,256826.600,404560.400,417185.800,223882.100,209286.600,216067.100,225356.800,0.000
260218.800,256831.100,404568.800,417193.200,223897.000,209293.000,216072.500,225362.200,0.000
260219.100,256832.600,404569.100,417185.800,223894.800,209293.700,216069.300,225363.300,0.000
260214.500,256831.400,404569.300,417180.700,223887.400,209293.800,216066.500,225361.400,0.000
260214.600,256830.500,404573.800,417182.300,223891.400,209294.600,216065.700,225358.300,0.000
260216.400,256829.700,404577.200,417184.300,223903.300,209297.900,216069.300,225358.300,0.000
260212.200,256827.500,404574.900,417182.700,223904.200,209301.900,216071.300,225359.400,0.000
260209.600,256827.600,404570.700,417181.600,223894.200,209301.300,216071.700,225361.300,0.000
260211.400,256828.700,404571.800,417184.900,223898.500,209305.800,216080.000,225364.900,0.000
260214.100,256826.100,404569.500,417186.900,223907.300,209307.500,216087.000,225367.500,0.000
260210.700,256820.000,404566.400,417181.600,223905.100,209305.900,216084.200,225366.000,0.000
260203.700,256816.900,404559.800,417172.000,223890.600,209300.300,216077.200,225361.500,0.000
260203.500,256816.300,404559.300,417168.900,223887.500,209300.100,216082.200,225365.000,0.000
260205.000,256815.400,404560.200,417174.200,223899.200,209305.900,216092.900,225372.000,0.000
260204.100,256814.400,404559.600,417172.400,223905.800,209305.200,216095.000,225373.600,0.000
260196.000,256810.900,404552.700,417163.900,223895.500,209298.300,216086.800,225369.000,0.000
260193.500,256811.400,404548.800,417164.100,223889.300,209296.000,216085.700,225372.100,0.000
260200.200,256815.600,404557.000,417169.800,223900.600,209301.100,216091.800,225377.300,0.000
260209.100,256820.800,404562.100,417173.100,223909.100,209305.000,216094.500,225382.000,0.000
260206.300,256819.300,404554.000,417166.300,223897.300,209299.400,216084.900,225377.900,0.000
260202.300,256816.700,404551.600,417161.600,223885.900,209294.400,216076.500,225369.900,0.000
260200.100,256812.200,404542.100,417160.300,223884.700,209293.200,216076.700,225364.200,0.000
260206.000,256814.200,404544.600,417162.100,223893.800,209296.300,216083.800,225368.500,0.000
260203.200,256815.800,404544.200,417156.500,223887.600,209293.300,216081.300,225367.900,0.000
260195.600,256812.900,404537.600,417148.800,223876.100,209286.000,216071.700,225359.300,0.000
260199.800,256814.900,404544.800,417152.300,223880.500,209287.300,216071.000,225359.600,0.000
260204.800,256817.400,404545.200,417157.400,223895.700,209292.500,216075.400,225365.100,0.000
260205.400,256819.400,404542.100,417148.900,223891.800,209289.500,216066.800,225357.900,0.000
260202.300,256821.600,404537.900,417145.500,223885.800,209291.400,216065.300,225355.600,0.000
260203.300,256822.700,404540.200,417148.800,223890.900,209295.100,216067.800,225355.600,0.000
260212.900,256825.500,404544.300,417155.600,223906.200,209301.400,216072.700,225356.400,0.000
260207.400,256819.500,404534.900,417148.300,223901.600,209296.300,216065.800,225351.000,0.000
260196.100,256812.700,404525.800,417138.800,223884.700,209288.000,216055.400,225346.800,0.000
260195.400,256813.000,404525.400,417141.600,223882.300,209289.600,216059.200,225351.800,0.000
260200.600,256814.700,404530.400,417148.300,223896.500,209297.600,216070.600,225360.000,0.000
260195.900,256810.600,404519.600,417142.000,223892.300,209293.000,216064.300,225354.900,0.000
260193.300,256810.700,404518.700,417136.400,223882.700,209289.600,216063.900,225355.800,0.000
260196.800,256814.000,404532.000,417139.700,223888.000,209293.400,216074.300,225364.300,0.000
260194.100,256808.400,404518.700,417141.600,223894.200,209292.900,216081.100,225364.900,0.000
260194.800,256808.400,404515.500,417140.700,223896.500,209290.000,216080.500,225362.700,0.000
260190.200,256807.900,404512.100,417133.100,223887.900,209285.700,216073.700,225360.300,0.000
260192.100,256812.700,404510.500,417135.800,223885.700,209286.800,216075.600,225366.800,0.000
260199.600,256817.100,404514.800,417147.800,223897.500,209292.600,216086.600,225376.500,0.000
260204.500,256820.000,404518.000,417151.300,223908.700,209295.300,216091.800,225379.400,0.000
260194.100,256813.100,404506.600,417137.800,223893.300,209286.500,216079.200,225367.800,0.000
260191.800,256813.600,404503.000,417135.100,223882.600,209285.500,216074.000,225363.700,0.000
260199.200,256817.900,404511.100,417141.800,223889.400,209289.900,216076.800,225366.000,0.000
260199.600,256815.200,404507.000,417143.200,223901.400,209293.000,216078.900,225365.600,0.000
260199.300,256816.900,404497.600,417138.700,223895.000,209291.200,216076.500,225362.500,0.000
260199.500,256820.900,404501.800,417138.500,223891.400,209292.700,216077.200,225362.800,0.000
260199.400,256820.500,404495.900,417141.500,223895.600,209296.300,216078.700,225363.100,0.000
260212.100,256827.300,404505.400,417147.600,223915.200,209306.500,216086.500,225368.400,0.000
260211.100,256825.900,404501.400,417142.300,223914.800,209307.200,216082.000,225366.400,0.000
260199.800,256821.000,404492.800,417132.800,223902.400,209298.900,216064.800,225355.500,0.000
260198.600,256819.400,404490.100,417129.900,223905.500,209301.800,216072.400,225361.100,0.000
260204.000,256820.700,404494.900,417137.600,223920.300,209307.400,216086.500,225370.300,0.000
260195.700,256812.000,404486.900,417128.400,223915.000,209302.300,216081.900,225365.300,0.000
260184.700,256804.800,404475.900,417117.700,223899.500,209294.900,216076.000,225362.000,0.000
260187.500,256807.800,404476.300,417119.700,223895.000,209293.300,216079.200,225364.800,0.000
260189.300,256805.300,404472.400,417122.400,223902.400,209296.600,216086.200,225367.000,0.000
260183.600,256799.100,404457.300,417115.000,223900.900,209293.400,216084.900,225364.700,0.000
260174.700,256794.800,404446.500,417103.800,223884.400,209286.000,216075.000,225358.200,0.000
260176.100,256797.100,404447.600,417102.000,223877.300,209284.900,216075.600,225358.700,0.000
260185.100,256803.600,404454.200,417113.300,223888.500,209289.900,216085.600,225367.200,0.000
260193.400,256811.100,404464.300,417120.600,223899.000,209296.000,216095.300,225372.900,0.000
260190.700,256812.100,404461.400,417119.700,223892.000,209293.200,216093.500,225373.500,0.000
260193.000,256814.700,404454.200,417116.100,223887.700,209292.600,216093.400,225375.300,0.000
260197.400,256817.800,404455.200,417123.700,223899.900,209299.900,216101.700,225380.800,0.000
260207.400,256825.000,404463.100,417131.700,223908.900,209302.300,216102.600,225380.300,0.000
260199.100,256819.000,404457.500,417121.400,223896.900,209295.900,216091.800,225373.000,0.000
260192.700,256816.500,404450.500,417121.900,223885.700,209291.500,216082.600,225369.400,0.000
260198.500,256817.600,404458.100,417124.500,223895.700,209296.800,216089.200,225372.100,0.000
260203.700,256817.600,404455.600,417123.400,223906.900,209301.300,216092.900,225370.100,0.000
260200.200,256815.200,404448.500,417116.700,223897.500,209298.000,216088.000,225365.100,0.000
260202.200,256818.600,404449.000,417116.900,223890.500,209297.700,216086.800,225365.000,0.000
260201.500,256817.700,404452.100,417119.500,223893.300,209297.600,216085.600,225364.400,0.000
260198.300,256813.300,404447.900,417111.300,223902.200,209297.900,216085.400,225360.500,0.000
